food_code,Product_Name,Prep_Time_min,Calories_kcal,Sodium_mg,SatFat_g,TotalSugar_g,Category,Price_USD
63420105,Frozen fruit juice bar,5.0,265.0,15.0,0.0,56.5,Frozen and Ready Meals,1.6012899999999999
58106655,"Pizza with extra meat, medium crust",5.0,685.0,1427.5,13.1825,7.3,Frozen and Ready Meals,1.62016
92101930,"Frozen coffee drink, decaffeinated",5.0,170.0,52.5,1.3125,33.075,Frozen and Ready Meals,1.6359199999999998
58106636,"Pizza, with meat other than pepperoni, from school lunch, thick crust",5.0,642.5,1082.5,10.547500000000001,9.3,Frozen and Ready Meals,1.6443849999999998
58135110,Chow fun noodles with meat and vegetables,3.0,255.0,405.0,2.1225,2.75,Instant Noodles and Soups,1.66186
58135120,"Chow fun noodles with vegetables, meatless",3.0,185.0,472.5,0.41000000000000003,3.4749999999999996,Instant Noodles and Soups,1.66186
58106606,"Pizza with meat other than pepperoni, from frozen, thick crust",5.0,675.0,1157.5,11.29,8.65,Frozen and Ready Meals,1.6620625
56116000,"Noodles, chow mein",3.0,1302.5,945.0,12.3275,0.625,Instant Noodles and Soups,1.6677537500000001
27250130,Shrimp and noodles with cheese sauce,3.0,340.0,480.0,6.2775,0.6,Instant Noodles and Soups,1.66787375
58304010,"Spaghetti and meatballs dinner, NFS, frozen meal",5.0,282.5,737.5,2.52,7.199999999999999,Frozen and Ready Meals,1.67758875
58106660,"Pizza with extra meat, thick crust",5.0,695.0,1427.5,12.662500000000001,6.8500000000000005,Frozen and Ready Meals,1.6777549999999999
58106610,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",5.0,700.0,1425.0,12.582500000000001,8.299999999999999,Frozen and Ready Meals,1.6848675
58137300,"Adobo, with noodles",3.0,430.0,1275.0,6.1975,0.075,Instant Noodles and Soups,1.6870025
73410320,"Sweet potato fries, frozen",5.0,480.0,385.0,3.045,33.95,Frozen and Ready Meals,1.6886475
63135620,"Peach, frozen",5.0,115.0,32.5,0.0475,20.975,Frozen and Ready Meals,1.69500375
72119222,"Kale, frozen, cooked, fat added",5.0,165.0,340.0,2.0475,2.725,Frozen and Ready Meals,1.699075
27350410,Tuna noodle casserole with vegetables and mushroom sauce,3.0,310.0,700.0,4.0649999999999995,3.725,Instant Noodles and Soups,1.6991125
28113140,"Beef with spaetzle or rice, vegetable, frozen meal",5.0,295.0,695.0,3.0775,3.075,Frozen and Ready Meals,1.70360125
55300020,"French toast, frozen",5.0,457.5,607.5,3.0025000000000004,22.525,Frozen and Ready Meals,1.70403
58130016,"Lasagna with meat, frozen",5.0,310.0,867.5,5.1675,7.4,Frozen and Ready Meals,1.708565
72119212,"Kale, frozen, cooked, no added fat",5.0,110.0,330.0,0.395,2.8000000000000003,Frozen and Ready Meals,1.71296
58106700,"Pizza with meat and vegetables, from frozen, thin crust",5.0,690.0,1387.5,12.7075,12.125,Frozen and Ready Meals,1.7174375
28145210,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",5.0,320.0,815.0,2.1925,12.05,Frozen and Ready Meals,1.742105
56104000,"Pasta, vegetable, cooked",10.0,320.0,247.5,0.04,2.875,Macaroni and Pasta,1.744135
55200050,"Waffle, chocolate, frozen",5.0,800.0,1102.5,7.7175,16.9,Frozen and Ready Meals,1.7590737500000002
58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",5.0,647.5,1262.5,10.4375,8.075,Frozen and Ready Meals,1.7678449999999999
58106512,"Pizza with pepperoni, from frozen, thin crust",5.0,685.0,1307.5,15.642499999999998,8.85,Frozen and Ready Meals,1.76900875
55200020,"Waffle, plain, frozen",5.0,772.5,1150.0,5.6875,11.025,Frozen and Ready Meals,1.77130375
27350080,"Tuna noodle casserole with vegetables, cream or white sauce",3.0,372.5,527.5,6.909999999999999,5.925000000000001,Instant Noodles and Soups,1.7728925000000002
27212350,Beef stroganoff with noodles,3.0,322.5,790.0,6.105,2.525,Instant Noodles and Soups,1.79368
58106630,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",5.0,705.0,1425.0,12.0125,7.05,Frozen and Ready Meals,1.79376875
58106260,"Pizza, extra cheese, thick crust",5.0,680.0,1367.5,11.44,8.175,Frozen and Ready Meals,1.7960024999999997
51121055,"Garlic bread, with parmesan cheese, from frozen",5.0,877.5,1420.0,13.7025,9.05,Frozen and Ready Meals,1.79624375
51121035,"Garlic bread, from frozen",5.0,875.0,1360.0,13.202499999999999,9.225,Frozen and Ready Meals,1.79624375
58106760,"Pizza with meat and fruit, thick crust",5.0,612.5,1390.0,9.407499999999999,9.3,Frozen and Ready Meals,1.80400125
28141010,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",5.0,502.5,1377.5,6.1925,15.075000000000001,Frozen and Ready Meals,1.80803125
58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",5.0,602.5,1160.0,10.745000000000001,8.225,Frozen and Ready Meals,1.811035
58106550,"Pizza with pepperoni, from restaurant or fast food, thin crust",5.0,705.0,1550.0,12.729999999999999,8.149999999999999,Frozen and Ready Meals,1.816675
75231022,"Snowpeas, frozen, cooked, fat added",5.0,182.5,315.0,1.8425,11.675,Frozen and Ready Meals,1.81758
28110510,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",5.0,312.5,740.0,5.0325,2.0,Frozen and Ready Meals,1.8245025000000001
58106635,"Pizza, with meat other than pepperoni, from school lunch, thin crust",5.0,625.0,1142.5,8.72,18.825,Frozen and Ready Meals,1.8301124999999998
58106604,"Pizza with meat other than pepperoni, from frozen, medium crust",5.0,672.5,1192.5,13.06,8.774999999999999,Frozen and Ready Meals,1.8323975
75231012,"Snowpeas, frozen, cooked, no added fat",5.0,130.0,302.5,0.1825,12.024999999999999,Frozen and Ready Meals,1.83501
24198736,"Chicken nuggets, from frozen",5.0,745.0,1500.0,9.995000000000001,2.0,Frozen and Ready Meals,1.8631824999999997
56113000,"Noodles, whole grain, cooked",3.0,370.0,525.0,0.605,1.875,Instant Noodles and Soups,1.865925
58145190,Macaroni or noodles with cheese and chicken or turkey,3.0,445.0,572.5,6.755,5.775,Instant Noodles and Soups,1.86681
58126150,"Turnover or hot pocket, pizza pocket, meat",5.0,650.0,1340.0,12.0,9.75,Frozen and Ready Meals,1.8717225000000002
55200040,"Waffle, fruit, frozen",5.0,740.0,1092.5,5.41,11.525,Frozen and Ready Meals,1.88100125
28160310,"Meat loaf with potatoes, vegetable, frozen meal",5.0,335.0,980.0,5.505,7.55,Frozen and Ready Meals,1.8840062499999999
58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",5.0,700.0,1425.0,12.582500000000001,8.299999999999999,Frozen and Ready Meals,1.8891425000000002
28160300,"Meat loaf dinner, NFS, frozen meal",5.0,335.0,980.0,5.505,7.55,Frozen and Ready Meals,1.9018825000000001
58106738,"Pizza with extra meat and extra vegetables, medium crust",5.0,582.5,1182.5,9.9925,7.725,Frozen and Ready Meals,1.9240012499999999
27343910,Chicken or turkey chow mein or chop suey with noodles,3.0,327.5,1020.0,3.6375,3.85,Instant Noodles and Soups,1.9289337500000001
58106602,"Pizza with meat other than pepperoni, from frozen, thin crust",5.0,667.5,1227.5,14.8325,8.9,Frozen and Ready Meals,1.92952
58109210,Breakfast pizza with egg,5.0,730.0,1485.0,12.450000000000001,7.1499999999999995,Frozen and Ready Meals,1.93142625
58106560,"Pizza with pepperoni, from restaurant or fast food, thick crust",5.0,717.5,1550.0,12.0975,7.325,Frozen and Ready Meals,1.93473375
58106516,"Pizza with pepperoni, from frozen, thick crust",5.0,690.0,1212.5,11.8175,8.625,Frozen and Ready Meals,1.9514225
51121075,"Garlic bread, with melted cheese, from frozen",5.0,857.5,1410.0,15.295000000000002,8.6,Frozen and Ready Meals,1.9550375
58106755,"Pizza with meat and fruit, medium crust",5.0,585.0,1400.0,9.5775,10.024999999999999,Frozen and Ready Meals,1.9576625
27313110,Beef chow mein or chop suey with noodles,3.0,322.5,820.0,3.7025,3.875,Instant Noodles and Soups,1.9580375
58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",5.0,700.0,1425.0,12.582500000000001,8.299999999999999,Frozen and Ready Meals,1.95924875
27250126,Shrimp and noodles with cream or white sauce,3.0,357.5,405.0,4.675000000000001,4.1499999999999995,Instant Noodles and Soups,1.9750925000000001
63203600,"Blueberries, frozen",5.0,127.5,2.5,0.1325,21.125,Frozen and Ready Meals,1.97942875
58106540,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",5.0,705.0,1550.0,12.729999999999999,8.149999999999999,Frozen and Ready Meals,1.9814175
58145135,Macaroni or noodles with cheese and meat,3.0,525.0,595.0,10.927500000000002,5.8999999999999995,Instant Noodles and Soups,1.992455
58106220,"Pizza, cheese, from restaurant or fast food, thin crust",5.0,665.0,1350.0,11.1625,8.95,Frozen and Ready Meals,1.9934874999999999
58109015,"Pizza, cheese, whole wheat thin crust",5.0,667.5,1357.5,10.5325,8.975,Frozen and Ready Meals,1.99778875
58106225,"Pizza, cheese, from restaurant or fast food, medium crust",5.0,665.0,1350.0,11.1625,8.95,Frozen and Ready Meals,2.0035049999999996
58106200,"Pizza, cheese, from frozen, thin crust",5.0,657.5,1177.5,14.245000000000001,9.275,Frozen and Ready Meals,2.00780625
58106210,"Pizza, cheese, from restaurant or fast food, NS as to type of crust",5.0,665.0,1350.0,11.1625,8.95,Frozen and Ready Meals,2.00780625
58106235,"Pizza, cheese, from school lunch, thin crust",5.0,617.5,1052.5,10.0,17.8,Frozen and Ready Meals,2.0205975
54408456,"Pretzels, soft, from frozen, unsalted",5.0,862.5,630.0,1.7374999999999998,0.625,Frozen and Ready Meals,2.02099625
58126160,"Turnover or hot pocket, pizza pocket",5.0,610.0,1165.0,9.8475,10.4,Frozen and Ready Meals,2.023535
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",3.0,310.0,947.5,5.0475,3.95,Instant Noodles and Soups,2.02623
58145140,Macaroni or noodles with cheese and tomato,3.0,370.0,327.5,6.494999999999999,8.375,Instant Noodles and Soups,2.0354475
58106555,"Pizza with pepperoni, from restaurant or fast food,  medium crust",5.0,705.0,1550.0,12.729999999999999,8.149999999999999,Frozen and Ready Meals,2.03736
58106250,"Pizza, extra cheese, thin crust",5.0,670.0,1372.5,12.175,8.7,Frozen and Ready Meals,2.0434099999999997
28110380,"Salisbury steak with gravy, macaroni and cheese, frozen meal",10.0,505.0,950.0,8.0325,4.425,Macaroni and Pasta,2.0515999999999996
58106305,"Pizza, cheese with vegetables, from frozen, thick crust",5.0,632.5,1045.0,9.985000000000001,9.0,Frozen and Ready Meals,2.05169375
93301510,Frozen margarita,5.0,305.0,510.0,0.015,40.15,Frozen and Ready Meals,2.0632775
27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3.0,347.5,515.0,4.205,3.4000000000000004,Instant Noodles and Soups,2.0644575
53344300,Dessert pizza,5.0,510.0,325.0,4.6125,39.375,Frozen and Ready Meals,2.0695550000000003
58109020,"Pizza, cheese, whole wheat thick crust",5.0,662.5,1370.0,8.625,9.375,Frozen and Ready Meals,2.0859525000000003
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs,3.0,522.5,747.5,12.337499999999999,7.7,Instant Noodles and Soups,2.0869675
27250610,Tuna noodle casserole with cream or white sauce,3.0,420.0,622.5,8.155,5.4,Instant Noodles and Soups,2.0907225
58145110,Macaroni or noodles with cheese,3.0,557.5,895.0,12.875,6.1,Instant Noodles and Soups,2.09474875
58145117,"Macaroni or noodles with cheese, Easy Mac type",3.0,275.0,647.5,1.9975,5.825,Instant Noodles and Soups,2.09474875
63201600,"Blackberries, frozen",5.0,160.0,2.5,0.0375,26.675,Frozen and Ready Meals,2.1017325000000002
58106750,"Pizza with meat and fruit, thin crust",5.0,567.5,1412.5,9.2075,10.3,Frozen and Ready Meals,2.1025425
58106514,"Pizza with pepperoni, from frozen, medium crust",5.0,687.5,1260.0,13.73,8.725000000000001,Frozen and Ready Meals,2.11102875
75460900,"Chow mein or chop suey, meatless, with noodles",3.0,292.5,1085.0,3.51,5.45,Instant Noodles and Soups,2.1175625
58106702,"Pizza with meat and vegetables, from frozen, medium crust",5.0,690.0,1387.5,12.7075,12.125,Frozen and Ready Meals,2.1272824999999997
58106725,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",5.0,620.0,1210.0,10.854999999999999,8.425,Frozen and Ready Meals,2.1272824999999997
63115200,"Cherries, frozen",5.0,177.5,0.0,0.095,34.675,Frozen and Ready Meals,2.13787375
28140100,"Chicken dinner, NFS, frozen meal",5.0,310.0,947.5,5.0475,3.95,Frozen and Ready Meals,2.1428175
75233030,"Summer squash, yellow or green, frozen, cooked with oil",5.0,115.0,290.0,1.0525,4.875,Frozen and Ready Meals,2.14502
58106360,"Pizza, cheese, with fruit, thick crust",5.0,615.0,1187.5,9.305,10.774999999999999,Frozen and Ready Meals,2.1568575
58106359,"Pizza, cheese, with fruit, medium crust",5.0,597.5,1172.5,9.702499999999999,11.525,Frozen and Ready Meals,2.1568575
58106358,"Pizza, cheese, with fruit, thin crust",5.0,575.0,1117.5,9.2425,12.325,Frozen and Ready Meals,2.1568575
51184220,"Breadsticks, soft, frozen",5.0,782.5,1257.5,5.2700000000000005,7.0,Frozen and Ready Meals,2.15746875
28140720,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",5.0,437.5,940.0,4.89,2.5,Frozen and Ready Meals,2.17026
58145111,"Macaroni or noodles with cheese, from restaurant",3.0,377.5,902.5,5.3675,7.725,Instant Noodles and Soups,2.179525
58107222,"White pizza, cheese, with meat, thin crust",5.0,760.0,1555.0,16.35,6.475,Frozen and Ready Meals,2.2019275
72125224,"Spinach, frozen, cooked with oil",5.0,147.5,515.0,1.35,1.225,Frozen and Ready Meals,2.2344425
28143080,"Chicken with noodles and cheese sauce, diet frozen meal",3.0,285.0,427.5,1.395,0.775,Instant Noodles and Soups,2.23550875
58146403,"Pasta with cream sauce and meat, ready-to-heat",10.0,442.5,965.0,10.4075,1.575,Macaroni and Pasta,2.2376475000000005
28141650,"Chicken and vegetables au gratin with rice, diet frozen entree",5.0,300.0,1247.5,6.949999999999999,2.2,Frozen and Ready Meals,2.2416962500000004
14620300,Topping from cheese pizza,5.0,575.0,1782.5,20.06,10.95,Frozen and Ready Meals,2.24208
72125225,"Spinach, frozen, cooked with butter or margarine",5.0,132.5,557.5,2.74,1.25,Frozen and Ready Meals,2.2454275
28141201,"Teriyaki chicken with rice and vegetable, diet frozen meal",5.0,315.0,832.5,0.8175,10.175,Frozen and Ready Meals,2.2525775
27212120,Chili with macaroni,10.0,315.0,777.5,3.3175,3.25,Macaroni and Pasta,2.2549775
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",3.0,227.5,1140.0,1.2275,4.675000000000001,Instant Noodles and Soups,2.2558274999999997
58310310,"Pancakes and sausage, frozen meal",5.0,680.0,1435.0,8.885,24.025,Frozen and Ready Meals,2.2559325
55200060,"Waffle, whole grain, frozen",5.0,722.5,1322.5,3.3674999999999997,10.2,Frozen and Ready Meals,2.2607212499999996
58304060,"Spaghetti with meat sauce, diet frozen meal",5.0,282.5,737.5,2.52,7.199999999999999,Frozen and Ready Meals,2.2677449999999997
58106230,"Pizza, cheese, from restaurant or fast food, thick crust",5.0,677.5,1350.0,10.565,8.35,Frozen and Ready Meals,2.2723699999999996
58148170,Macaroni or pasta salad with chicken,10.0,532.5,562.5,4.467499999999999,3.9250000000000003,Macaroni and Pasta,2.27416
92102030,"Frozen mocha coffee drink, with whipped cream",5.0,202.5,82.5,3.83,29.224999999999998,Frozen and Ready Meals,2.27449
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",5.0,185.0,85.0,2.7125,29.4,Frozen and Ready Meals,2.27449
58106737,"Pizza with extra meat and extra vegetables, thick crust",5.0,597.5,1195.0,9.625,7.35,Frozen and Ready Meals,2.2813849999999998
11461200,Frozen yogurt sandwich,5.0,510.0,480.0,7.0125,60.75,Frozen and Ready Meals,2.29472875
28110660,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",3.0,280.0,637.5,2.9375,2.9499999999999997,Instant Noodles and Soups,2.31268375
58106736,"Pizza with extra meat and extra vegetables, thin crust",5.0,555.0,1130.0,9.625,7.35,Frozen and Ready Meals,2.3297375000000002
58106330,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",5.0,612.5,1200.0,9.4025,8.525,Frozen and Ready Meals,2.37523125
24198746,"Chicken tenders or strips, breaded, from frozen",5.0,600.0,1317.5,6.092499999999999,1.4249999999999998,Frozen and Ready Meals,2.3785162499999997
58146623,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",10.0,335.0,840.0,2.5,6.2,Macaroni and Pasta,2.40076875
27250120,"Shrimp and noodles, no sauce",3.0,365.0,360.0,2.21,0.65,Instant Noodles and Soups,2.44616125
58106205,"Pizza, cheese, from frozen, thick crust",5.0,670.0,1117.5,10.68,8.924999999999999,Frozen and Ready Meals,2.451535
58302080,"Noodles with vegetables in tomato-based sauce, diet frozen meal",3.0,175.0,335.0,1.6675,6.775,Instant Noodles and Soups,2.4606025000000002
27350050,Shrimp chow mein or chop suey with noodles,3.0,292.5,837.5,2.835,3.775,Instant Noodles and Soups,2.46737875
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",5.0,272.5,832.5,0.5974999999999999,3.55,Frozen and Ready Meals,2.471225
58106234,"Pizza, cheese, from school lunch, medium crust",5.0,625.0,1052.5,10.447500000000002,15.175,Frozen and Ready Meals,2.50133875
58106236,"Pizza, cheese, from school lunch, thick crust",5.0,635.0,1052.5,10.895,12.549999999999999,Frozen and Ready Meals,2.5357075
58106633,"Pizza, with meat other than pepperoni, stuffed crust",5.0,695.0,1575.0,15.3725,6.8999999999999995,Frozen and Ready Meals,2.5486449999999996
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",3.0,290.0,417.5,2.0,7.5,Instant Noodles and Soups,2.5506374999999997
75202012,"Asparagus, frozen, cooked, no added fat",5.0,45.0,297.5,0.24,0.8,Frozen and Ready Meals,2.5695525000000004
28143150,"Chicken and vegetable entree with noodles, diet frozen meal",3.0,212.5,707.5,1.2275,5.675,Instant Noodles and Soups,2.576505
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",5.0,252.5,1130.0,3.4050000000000002,2.6750000000000003,Frozen and Ready Meals,2.6100775
11461220,"Frozen yogurt bar, chocolate",5.0,327.5,157.5,5.68,48.099999999999994,Frozen and Ready Meals,2.6413625
58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",10.0,342.5,742.5,2.3925,5.45,Macaroni and Pasta,2.6702512499999997
28145110,"Turkey with vegetable, stuffing, diet frozen meal",5.0,240.0,525.0,1.2725,9.475,Frozen and Ready Meals,2.692135
11461210,"Frozen yogurt bar, vanilla",5.0,317.5,157.5,5.815,49.800000000000004,Frozen and Ready Meals,2.734
28143020,"Chicken and vegetable entree with rice, diet frozen meal",5.0,427.5,897.5,2.5275,16.05,Frozen and Ready Meals,2.7439675
58106580,"Pizza with pepperoni, from school lunch, thick crust",5.0,647.5,1185.0,10.547500000000001,10.075000000000001,Frozen and Ready Meals,2.7997775000000003
28141250,"Chicken with rice and vegetable, diet frozen meal",5.0,277.5,1025.0,1.5175,4.65,Frozen and Ready Meals,2.8287125
14620320,Topping from meat pizza,5.0,802.5,2335.0,26.6175,8.0,Frozen and Ready Meals,2.8808325000000004
58107050,"Pizza, no cheese, thin crust",5.0,690.0,1377.5,8.585,12.575000000000001,Frozen and Ready Meals,2.919635
28110150,"Beef with vegetable, diet frozen meal",5.0,312.5,730.0,6.574999999999999,7.025,Frozen and Ready Meals,2.93537625
11461250,"Frozen yogurt cone, chocolate",5.0,355.0,177.5,5.575,46.775000000000006,Frozen and Ready Meals,2.9564775
11461260,"Frozen yogurt cone, vanilla",5.0,347.5,177.5,5.705,48.4,Frozen and Ready Meals,2.9564775
11461300,"Frozen yogurt cone, vanilla, waffle cone",5.0,357.5,192.5,5.557499999999999,50.650000000000006,Frozen and Ready Meals,2.9564775
11461320,"Frozen yogurt cone, chocolate, waffle cone",5.0,367.5,192.5,5.430000000000001,49.050000000000004,Frozen and Ready Meals,2.9564775
58106233,"Pizza, cheese, stuffed crust",5.0,685.0,1537.5,14.5625,7.25,Frozen and Ready Meals,3.025405
58106565,"Pizza with pepperoni, stuffed crust",5.0,740.0,1772.5,17.46,6.550000000000001,Frozen and Ready Meals,3.0549225
58149110,Noodle pudding,3.0,522.5,170.0,4.14,27.7,Instant Noodles and Soups,3.069815
58106300,"Pizza, cheese, with vegetables, from frozen, thin crust",5.0,600.0,982.5,9.389999999999999,9.05,Frozen and Ready Meals,3.3917562500000003
58106320,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",5.0,585.0,1162.5,9.615,9.075,Frozen and Ready Meals,3.3917562500000003
58106325,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",5.0,605.0,1210.0,9.9975,9.05,Frozen and Ready Meals,3.394145
58106345,"Pizza with cheese and extra vegetables, thin crust",5.0,520.0,1102.5,8.462499999999999,8.275,Frozen and Ready Meals,3.394145
58106347,"Pizza with cheese and extra vegetables, medium crust",5.0,552.5,1157.5,9.067499999999999,8.425,Frozen and Ready Meals,3.394145
58146343,"Pasta with tomato-based sauce and poultry, ready-to-heat",10.0,330.0,835.0,1.4124999999999999,5.9750000000000005,Macaroni and Pasta,3.4303437500000005
41480020,"Frozen dessert, non-dairy",5.0,397.5,97.5,17.6025,43.775000000000006,Frozen and Ready Meals,3.4741225
27250128,Shrimp and noodles with soy-based sauce,3.0,352.5,690.0,2.7300000000000004,2.175,Instant Noodles and Soups,3.4857525000000003
27320310,Pork chow mein or chop suey with noodles,3.0,357.5,812.5,5.034999999999999,3.875,Instant Noodles and Soups,3.612075
63219610,"Raspberries, frozen",5.0,142.5,0.0,0.0475,6.7,Frozen and Ready Meals,3.7161487500000003
58107205,"White pizza, cheese, thin crust",5.0,712.5,1302.5,13.0725,7.425000000000001,Frozen and Ready Meals,3.755535
58107212,"White pizza, cheese, with vegetables, thin crust",5.0,602.5,1165.0,10.8475,7.25,Frozen and Ready Meals,3.8308524999999998
14620310,Topping from vegetable pizza,5.0,617.5,2012.5,19.055,14.375,Frozen and Ready Meals,3.8662825
58109050,"Pizza, cheese and vegetables, whole wheat thin crust",5.0,565.0,1207.5,8.8025,8.5,Frozen and Ready Meals,3.87750625
27250132,Shrimp and noodles with tomato sauce,3.0,335.0,430.0,2.05,3.4000000000000004,Instant Noodles and Soups,3.9375725
58146443,"Pasta with cream sauce and seafood, ready-to-heat",10.0,412.5,987.5,9.037500000000001,1.575,Macaroni and Pasta,4.078845
58106578,"Pizza, with pepperoni, from school lunch, medium crust",5.0,640.0,1210.0,8.7875,14.55,Frozen and Ready Meals,4.755497500000001
58109030,"Pizza, with meat, whole wheat thin crust",5.0,722.5,1602.5,14.3175,7.725,Frozen and Ready Meals,4.755497500000001
58106570,"Pizza with pepperoni, from school lunch, thin crust",5.0,635.0,1237.5,7.025,19.05,Frozen and Ready Meals,4.755497500000001
58106820,"Pizza with beans and vegetables, thin crust",5.0,507.5,1002.5,7.567500000000001,7.425000000000001,Frozen and Ready Meals,5.13687
58109130,"Pizza, with meat, gluten-free thick crust",5.0,700.0,1420.0,12.6,7.275,Frozen and Ready Meals,5.6993225
58109120,"Pizza, with meat, gluten-free thin crust",5.0,717.5,1485.0,14.770000000000001,6.949999999999999,Frozen and Ready Meals,5.7942374999999995
58109140,"Pizza, cheese and vegetables, gluten-free thin crust",5.0,557.5,1092.5,9.247499999999999,7.725,Frozen and Ready Meals,6.4579275
58106634,"Pizza, with meat other than pepperoni, from school lunch, medium crust",5.0,635.0,1112.5,9.635,14.05,Frozen and Ready Meals,7.565650000000001
